file_path,source_url,status_code,is_accessible,is_restricted,has_failed_images,category,title,content_length,notes
Training_Videos/Expenses/Video_Send_expenses_to_your_bookkeeping_via_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/35181728334225-Video-Send-expenses-to-your-bookkeeping-via-Teamleader-Focus,200,True,False,False,Training_Videos,video: send expenses to your bookkeeping via teaml,46532,
Training_Videos/Projects/Tijdregistraties_beheren_in_de_nieuwe_projecten.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696138481937-Tijdregistraties-beheren-in-de-nieuwe-projecten,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Projects/Video_Project_info_in_a_project.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696039865873-Video-Project-info-in-a-project,200,True,False,False,Training_Videos,video: project info in a project &ndash; support :,46823,
Training_Videos/Projects/Video_The_work_breakdown_in_a_project.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696053782033-Video-The-work-breakdown-in-a-project,200,True,False,False,Training_Videos,video: the work breakdown in a project &ndash; sup,46848,
Training_Videos/Projects/Training_Invoicing_in_the_new_project_module.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696169778961-Training-Invoicing-in-the-new-project-module,200,True,False,False,Training_Videos,training: invoicing in the new project module &nda,45250,
Training_Videos/Projects/Training_Project_management_as_a_project_manager_and_as_a_project_assistant.md,https://support.focus.teamleader.eu/hc/en-150/articles/33326819651857-Training-Project-management-as-a-project-manager-and-as-a-project-assistant,200,True,False,False,Training_Videos,training: project management as a project manager ,45824,
Training_Videos/Projects/Training_Projects_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695697426065-Training-Projects-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: projects in teamleader focus &ndash; sup,46561,
Training_Videos/Projects/Video_Invoice_a_project_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696054678033-Video-Invoice-a-project-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: invoice a project in teamleader focus &ndas,47301,
Training_Videos/Projects/Video_Create_project_templates.md,https://support.focus.teamleader.eu/hc/en-150/articles/42229484074257-Video-Create-project-templates,200,True,False,False,Training_Videos,video: create project templates &ndash; support : ,45706,
"Training_Videos/Projects/Training_Projects_out_with_the_old,_in_with_the_new.md",https://support.focus.teamleader.eu/hc/en-150/articles/25696215786129-Training-Projects-out-with-the-old-in-with-the-new,200,True,False,False,Training_Videos,"training: projects: out with the old, in with the ",49467,
Training_Videos/Projects/Training_Checklist_for_a_smooth_project_migration.md,https://support.focus.teamleader.eu/hc/en-150/articles/28895830867857-Training-Checklist-for-a-smooth-project-migration,200,True,False,False,Training_Videos,training: checklist for a smooth project migration,48384,
Training_Videos/CRM/Video_CRM.md,https://support.focus.teamleader.eu/hc/en-150/articles/25692586575377-Video-CRM,200,True,False,False,Training_Videos,video: crm &ndash; support : teamleader focus,45545,
Training_Videos/CRM/Video_Intro_to_CRM.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693835373969-Video-Intro-to-CRM,200,True,False,False,Training_Videos,video: intro to crm &ndash; support : teamleader f,45749,
Training_Videos/CRM/Video_Filtering_and_retrieving_data.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693905696017-Video-Filtering-and-retrieving-data,200,True,False,False,Training_Videos,video: filtering and retrieving data &ndash; suppo,46914,
Training_Videos/CRM/Video_Custom_fields_vs_tags.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693744014993-Video-Custom-fields-vs-tags,200,True,False,False,Training_Videos,video: custom fields vs tags &ndash; support : tea,46020,
Training_Videos/Planning/Training_Manage_available_capacity_effortlessly_with_Planning.md,https://support.focus.teamleader.eu/hc/en-150/articles/33443349792145-Training-Manage-available-capacity-effortlessly-with-Planning,200,True,False,False,Training_Videos,training: manage available capacity effortlessly w,45671,
Training_Videos/Planning/Training_Planning_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25878284182033-Training-Planning-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: planning in teamleader focus &ndash; sup,46934,
Training_Videos/Planning/Video_Planning_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696189751441-Video-Planning-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: planning in teamleader focus &ndash; suppor,46777,
Training_Videos/Dashboard_&_Agenda/Video_Planning_&_managing_agenda.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693884312849-Video-Planning-managing-agenda,200,True,False,False,Training_Videos,video: planning &amp; managing agenda &ndash; supp,47779,
Training_Videos/Shared_inbox/Video_How_to_set_up_shared_inbox_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693976555665-Video-How-to-set-up-shared-inbox-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: how to set up shared inbox in teamleader fo,47164,
Training_Videos/Shared_inbox/Training_Shared_inbox_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/33996068597905-Training-Shared-inbox-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: shared inbox in teamleader focus &ndash;,45647,
Training_Videos/Teamleader_Focus_Licence/Video_Module_overview_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/38030885504913-Video-Module-overview-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: module overview in teamleader focus &ndash;,45776,
Training_Videos/Teamleader_Focus_Licence/Training_Our_GROW_package.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696075580305-Training-Our-GROW-package,200,True,False,False,Training_Videos,training: our grow package &ndash; support : teaml,50639,
Training_Videos/Teamleader_Focus_Licence/Video_Free_and_paid_services_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/38032112621841-Video-Free-and-paid-services-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: free and paid services in teamleader focus ,45898,
Training_Videos/Teamleader_Focus_Licence/Training_Our_FLOW_package.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696114116881-Training-Our-FLOW-package,200,True,False,False,Training_Videos,training: our flow package &ndash; support : teaml,50642,
Training_Videos/Teamleader_Focus_Licence/Training_Our_SMART_package.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696086259345-Training-Our-SMART-package,200,True,False,False,Training_Videos,training: our smart package &ndash; support : team,50615,
Training_Videos/Work_orders/Video_Work_orders_in_five_steps.md,https://support.focus.teamleader.eu/hc/en-150/articles/34499313739793-Video-Work-orders-in-five-steps,200,True,False,False,Training_Videos,video: work orders in five steps &ndash; support :,45646,
Training_Videos/Work_orders/Training_Work_orders_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/33972902822673-Training-Work-orders-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: work orders in teamleader focus &ndash; ,45608,
Training_Videos/Work_orders/Training_Link_work_orders_to_the_new_projects_(NL_ONLY).md,https://support.focus.teamleader.eu/hc/en-150/articles/25696215453457-Training-Link-work-orders-to-the-new-projects-NL-ONLY,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Work_orders/Video_Create_work_orders_via_the_mobile_app.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695975988113-Video-Create-work-orders-via-the-mobile-app,200,True,False,False,Training_Videos,video: create work orders via the mobile app &ndas,46825,
Training_Videos/Workflow_videos/Product_training_Projects.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693662725521-Product-training-Projects,200,True,False,False,Training_Videos,product training: projects &ndash; support : teaml,45118,
"Training_Videos/Workflow_videos/Algemene_hulpbronnen_DIY,_DIWH_en_Partner.md",https://support.focus.teamleader.eu/hc/en-150/articles/25697766744593-Algemene-hulpbronnen-DIY-DIWH-en-Partner,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Workflow_videos/Product_training_GO_-_Lead_to_cash.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693656455825-Product-training-GO-Lead-to-cash,200,True,False,False,Training_Videos,product training: go - lead to cash &ndash; suppor,45346,
Training_Videos/Workflow_videos/Product_training_Multiple_quotations_per_deal.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693859209489-Product-training-Multiple-quotations-per-deal,200,True,False,False,Training_Videos,product training: multiple quotations per deal &nd,45215,
Training_Videos/Workflow_videos/Product_training_CRM_Customers_&_Sales.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693643380113-Product-training-CRM-Customers-Sales,200,True,False,False,Training_Videos,product training: crm: customers &amp; sales &ndas,45196,
Training_Videos/Workflow_videos/Product_training_Project_time_line_and_workbreakdown.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693656402705-Product-training-Project-time-line-and-workbreakdown,200,True,False,False,Training_Videos,product training: project time line and workbreakd,45357,
Training_Videos/Workflow_videos/Product_training_Invoicing.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693702758417-Product-training-Invoicing,200,True,False,False,Training_Videos,product training: invoicing &ndash; support : team,45353,
Training_Videos/First_steps/Videos_First_steps_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/37997076426897-Videos-First-steps-in-Teamleader-Focus,200,True,False,False,Training_Videos,videos: first steps in teamleader focus &ndash; su,45178,
Training_Videos/Revenue/Video_Add_a_fiscal_year_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/40401683122449-Video-Add-a-fiscal-year-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: add a fiscal year in teamleader focus &ndas,46108,
Training_Videos/Revenue/Video_Creating_invoices_from_time_tracking.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693889480849-Video-Creating-invoices-from-time-tracking,200,True,False,False,Training_Videos,video: creating invoices from time tracking &ndash,46699,
Training_Videos/Revenue/Video_Automatic_reminders_for_invoices.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693864752273-Video-Automatic-reminders-for-invoices,200,True,False,False,Training_Videos,video: automatic reminders for invoices &ndash; su,47522,
Training_Videos/Revenue/Video_Creating_subscriptions.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693957060753-Video-Creating-subscriptions,200,True,False,False,Training_Videos,video: creating subscriptions &ndash; support : te,47173,
Training_Videos/Revenue/Video_Creating_invoices_from_quotations.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693827597585-Video-Creating-invoices-from-quotations,200,True,False,False,Training_Videos,video: creating invoices from quotations &ndash; s,47189,
Training_Videos/Revenue/Video_Intro_to_invoices.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693859158929-Video-Intro-to-invoices,200,True,False,False,Training_Videos,video: intro to invoices &ndash; support : teamlea,44849,
Training_Videos/Revenue/Video_Creating_invoices_from_scratch.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693876863121-Video-Creating-invoices-from-scratch,200,True,False,False,Training_Videos,video: creating invoices from scratch &ndash; supp,47351,
Training_Videos/Revenue/Training_Prepare_for_a_new_fiscal_year.md,https://support.focus.teamleader.eu/hc/en-150/articles/42227509359121-Training-Prepare-for-a-new-fiscal-year,200,True,False,False,Training_Videos,training: prepare for a new fiscal year &ndash; su,45771,
Training_Videos/Revenue/Video_Creating_credit_notes.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693889369745-Video-Creating-credit-notes,200,True,False,False,Training_Videos,video: creating credit notes &ndash; support : tea,46854,
Training_Videos/Revenue/Video_Invoice_overview_and_statistics.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693879941649-Video-Invoice-overview-and-statistics,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
"Training_Videos/Teamleader_Focus_app/Video_Add_meetings,_calls_or_tasks_in_the_mobile_app.md",https://support.focus.teamleader.eu/hc/en-150/articles/36762323698321-Video-Add-meetings-calls-or-tasks-in-the-mobile-app,200,True,False,False,Training_Videos,"video: add meetings, calls or tasks in the mobile ",45222,
Training_Videos/Lead_capture_Booster/Video_Online_meeting_rooms_in_the_Lead_capture_Booster.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695338228241-Video-Online-meeting-rooms-in-the-Lead-capture-Booster,200,True,False,False,Training_Videos,video: online meeting rooms in the lead capture bo,46995,
Training_Videos/Lead_capture_Booster/Video_Personal_meeting_types.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695323218961-Video-Personal-meeting-types,200,True,False,False,Training_Videos,video: personal meeting types &ndash; support : te,46781,
Training_Videos/Lead_capture_Booster/Video_Team_meeting_types.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695324871185-Video-Team-meeting-types,200,True,False,False,Training_Videos,video: team meeting types &ndash; support : teamle,46677,
Training_Videos/Lead_capture_Booster/Training_Lead_capture_Booster_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/33661541100305-Training-Lead-capture-Booster-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: lead capture booster in teamleader focus,45473,
Training_Videos/Lead_capture_Booster/Video_Embed_the_contact_widget_in_your_website.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695872473745-Video-Embed-the-contact-widget-in-your-website,200,True,False,False,Training_Videos,video: embed the contact widget in your website &n,47662,
Training_Videos/Lead_capture_Booster/Video_Connect_your_Google_Calendar_and_the_Lead_capture_Booster.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695331323537-Video-Connect-your-Google-Calendar-and-the-Lead-capture-Booster,200,True,False,False,Training_Videos,video: connect your google calendar and the lead c,47299,
Training_Videos/Lead_capture_Booster/Video_Open_your_calendar_for_your_clients.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695402389777-Video-Open-your-calendar-for-your-clients,200,True,False,False,Training_Videos,video: open your calendar for your clients &ndash;,46018,
Training_Videos/Lead_capture_Booster/Video_Custom_branding_in_the_Lead_capture_Booster.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695323426577-Video-Custom-branding-in-the-Lead-capture-Booster,200,True,False,False,Training_Videos,video: custom branding in the lead capture booster,46761,
Training_Videos/Lead_capture_Booster/Video_Meeting_room_features_in_the_Lead_capture_Booster.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695338397201-Video-Meeting-room-features-in-the-Lead-capture-Booster,200,True,False,False,Training_Videos,video: meeting room features in the lead capture b,48545,
